cust_age;policy_id;coverage_start_date;cust_region;sum_assured_group;ins_deductible;annual_prem;zip_code;insured_sex;edu_lvl;marital_status;claim_incurred_date;claim_type;acc_type;emg_services_notified;incident_city;incident_hour;num_vehicles_involved;property_damage;bodily_injuries;witnesses;police_report_avlbl;total_claim_amount;injury_claim;property_claim;vehicle_claim;car_brand;car_model;production_year
42;170115;28.09.2005;west;high;1000;761.78;373357;M;associate;other;04.02.2023;single vehicle collision;side collision;Police;Northbrook;12;1;YES;1;3;YES;70830;7870;7870;55090;Jeep;Grand Cherokee;2012
29;287385;22.10.1997;west;mid;1000;1725.02;356538;M;high school;other;28.01.2023;theft;;None;Hillsdale;14;1;?;0;0;;7200;720;1440;5040;Audi;A5;2006
39;320266;04.07.2008;east;mid;500;962.9;360643;F;associate;married;20.02.2023;multi-vehicle collision;rear collision;Police;Arlington;7;3;?;0;1;;72820;13240;6620;52960;BMW;3 Series;2017
34;373327;04.07.2017;east;mid;500;1255.47;374739;F;phd;married;27.02.2023;multi-vehicle collision;side collision;Fire;Arlington;20;3;YES;1;1;;51370;9340;4670;37360;BMW;M5;2007
35;564462;12.11.2000;west;low;500;1425.57;344890;M;high school;married;30.01.2023;multi-vehicle collision;side collision;Police;Springfield;3;3;?;0;0;;87900;17580;8790;61530;Dodge;Neon;2002
30;599034;11.02.2009;north;high;500;949.57;367195;M;jd;other;31.01.2023;multi-vehicle collision;front collision;Other;Riverwood;8;3;NO;0;3;;59670;6630;6630;46410;Volkswagen;Passat;2011
34;580076;03.05.2004;north;mid;2000;1275.36;505137;F;college;other;19.01.2023;single vehicle collision;rear collision;Police;Springfield;14;1;NO;1;2;;69200;13840;6920;48440;Volkswagen;Passat;2003
46;293695;12.11.2007;west;high;2000;1311.44;355300;F;phd;married;09.01.2023;multi-vehicle collision;front collision;Ambulance;Riverwood;3;3;?;1;3;NO;77660;7060;14120;56480;Nissan;Maxima;2011
49;524970;26.08.1999;west;low;500;1139.73;351640;M;college;married;01.01.2023;theft;;None;Columbus;4;1;YES;1;3;YES;4320;480;480;3360;Mercedes;E400;2009
29;134052;05.11.2001;east;high;500;912.96;514835;M;associate;other;12.02.2023;parked car;;Police;Columbus;5;1;NO;2;3;NO;7110;790;1580;4740;Accura;MDX;2012
27;186876;13.05.1999;east;high;500;1058.99;513899;M;jd;other;03.02.2023;parked car;;Police;Northbend;4;1;NO;0;3;NO;6050;550;1100;4400;Volkswagen;Passat;2016
25;440583;18.01.2008;east;high;500;1861.15;362666;F;associate;other;13.02.2023;single vehicle collision;front collision;Fire;Northbend;0;1;NO;2;1;;67800;13560;6780;47460;Mercedes;C300;2002
48;499719;25.04.2000;north;low;1000;1536.71;518423;F;md;married;11.01.2023;single vehicle collision;side collision;Fire;Northbend;12;1;?;0;0;;60600;6060;12120;42420;Ford;Fusion;2011
40;325373;10.04.1998;west;low;500;1254.31;348278;F;jd;other;07.01.2023;multi-vehicle collision;side collision;Other;Northbend;10;3;YES;1;2;YES;41700;8340;8340;25020;Saab;95;2020
37;572662;15.10.2016;east;high;1000;1438.01;375359;F;associate;married;29.01.2023;multi-vehicle collision;rear collision;Other;Springfield;2;2;NO;1;2;NO;53680;9760;4880;39040;Accura;MDX;2011
34;159147;10.08.2010;east;mid;1000;1574.52;514909;M;associate;other;25.02.2023;single vehicle collision;side collision;Other;Hillsdale;18;1;YES;1;1;YES;95000;9500;9500;76000;Ford;F150;2008
29;167364;09.02.2000;west;low;500;993.81;515414;F;jd;unmarried;02.02.2023;parked car;;Police;Springfield;3;1;?;2;1;;5000;500;1000;3500;Mercedes;E400;2015
38;238872;21.01.2017;east;low;500;1353.19;514913;F;md;other;19.01.2023;single vehicle collision;front collision;Fire;Northbrook;21;1;?;1;1;;47300;4730;4730;37840;Nissan;Pathfinder;2021
43;443772;28.04.2003;west;mid;500;1519.66;377824;F;associate;other;02.01.2023;single vehicle collision;rear collision;Fire;Hillsdale;18;1;?;1;3;YES;68200;13640;6820;47740;Dodge;RAM;2010
56;438097;30.04.1997;north;low;500;1933.96;370794;M;masters;other;12.01.2023;single vehicle collision;rear collision;Ambulance;Hillsdale;7;1;?;2;3;;92730;16860;8430;67440;Mercedes;E400;2011
55;151379;16.09.2006;west;mid;500;876.3;341501;M;phd;unmarried;01.03.2023;multi-vehicle collision;rear collision;Fire;Northbend;2;4;YES;0;2;NO;38640;4830;4830;28980;Chevrolet;Tahoe;2004
31;414982;11.04.2010;west;mid;2000;1365.01;359290;F;high school;married;28.01.2023;multi-vehicle collision;rear collision;Fire;Northbend;14;3;?;1;0;NO;52700;10540;10540;31620;BMW;X6;2021
40;257307;22.12.2016;west;mid;500;1153.64;365126;M;jd;married;24.01.2023;parked car;;Police;Columbus;5;1;?;0;2;NO;5670;1260;630;3780;Ford;F150;2004
48;483813;06.09.2005;east;mid;1000;1623.76;366466;M;college;married;26.02.2023;single vehicle collision;side collision;Ambulance;Springfield;10;1;YES;1;3;;59500;11900;5950;41650;Dodge;Neon;2013
44;599392;20.05.2002;east;low;1000;1395.11;514489;M;high school;other;03.01.2023;single vehicle collision;rear collision;Other;Arlington;6;1;NO;1;0;NO;61740;6860;6860;48020;Accura;MDX;2004
38;71323;12.04.2017;east;mid;500;1189.61;342834;M;high school;married;31.01.2023;single vehicle collision;rear collision;Police;Arlington;8;1;NO;2;0;;80100;8900;8900;62300;Audi;A3;2022
54;292680;07.02.2010;north;high;2000;1153.66;515869;F;md;unmarried;21.01.2023;multi-vehicle collision;rear collision;Police;Hillsdale;4;3;?;2;0;;62300;12460;6230;43610;Jeep;Wrangler;2014
38;292667;07.11.1997;east;mid;1000;1274.84;510214;F;masters;other;19.02.2023;multi-vehicle collision;front collision;Police;Northbrook;12;3;NO;1;3;;61920;6880;6880;48160;Saab;93;2010
40;447180;22.06.2008;east;high;2000;1215.8;340074;F;md;married;26.01.2023;multi-vehicle collision;side collision;Other;Springfield;6;3;?;1;0;;53460;9720;9720;34020;Dodge;Neon;2011
26;268866;26.01.2006;west;mid;1000;986.4;376470;M;college;other;02.02.2023;single vehicle collision;rear collision;Police;Northbend;8;1;?;2;2;YES;57860;0;10520;47340;Subaru;Impreza;2015
50;595656;25.04.2001;north;mid;1000;1567.44;513082;M;phd;other;29.01.2023;multi-vehicle collision;side collision;Other;Springfield;2;3;NO;2;1;YES;84500;13000;13000;58500;Volkswagen;Passat;2018
57;238625;11.06.2006;west;mid;500;1399.31;519860;F;high school;other;25.01.2023;theft;;Police;Hillsdale;9;1;NO;1;0;NO;6890;1060;1060;4770;Audi;A5;2006
28;369217;03.11.1998;north;low;2000;1593.18;339272;M;phd;unmarried;23.02.2023;single vehicle collision;side collision;Police;Hillsdale;19;1;YES;0;2;YES;70920;11820;11820;47280;Jeep;Wrangler;2009
41;234825;19.08.2008;west;mid;500;1495.46;360710;F;jd;married;29.01.2023;multi-vehicle collision;front collision;Fire;Northbrook;16;3;?;2;3;NO;28800;0;3600;25200;Ford;Fusion;2020
43;380221;26.09.2004;north;low;2000;1160.02;357690;F;associate;other;17.01.2023;parked car;;None;Northbrook;9;1;?;0;3;NO;5850;1300;650;3900;BMW;M5;2013
39;147217;24.03.2019;west;mid;1000;1230.83;358205;M;high school;other;09.02.2023;multi-vehicle collision;front collision;Fire;Springfield;21;3;?;1;0;NO;87960;14660;14660;58640;Jeep;Wrangler;2006
60;140994;19.09.2004;west;low;2000;1302.94;373606;F;college;married;09.01.2023;single vehicle collision;rear collision;Ambulance;Arlington;18;1;NO;0;0;NO;60600;5050;10100;45450;Honda;Civic;2008
36;71999;26.09.2007;east;high;2000;977.37;336332;F;jd;other;01.03.2023;multi-vehicle collision;front collision;Fire;Riverwood;2;4;YES;0;2;YES;72800;14560;14560;43680;Honda;Accord;2005
36;281545;20.12.2002;east;low;2000;1207.52;376153;M;jd;married;16.02.2023;multi-vehicle collision;side collision;Other;Columbus;15;3;YES;0;1;;62810;11420;11420;39970;Nissan;Ultima;2006
61;321646;31.08.2005;north;mid;2000;1616.76;375375;F;associate;unmarried;04.02.2023;multi-vehicle collision;rear collision;Ambulance;Columbus;3;3;YES;2;1;YES;78100;15620;7810;54670;Chevrolet;Tahoe;2004
41;573796;02.05.2017;east;high;1000;1402.01;349761;F;phd;other;31.01.2023;multi-vehicle collision;side collision;Police;Riverwood;16;2;?;1;2;YES;44110;4010;8020;32080;Honda;Accord;2022
28;202750;04.10.2009;east;mid;2000;1586.07;501585;F;associate;unmarried;14.02.2023;single vehicle collision;rear collision;Fire;Riverwood;18;1;?;2;1;YES;71280;12960;12960;45360;Audi;A5;2019
43;540393;03.08.2007;east;mid;1000;952.29;337438;F;college;other;17.02.2023;multi-vehicle collision;side collision;Other;Northbrook;17;3;?;2;3;YES;42500;8500;4250;29750;Nissan;Pathfinder;2007
46;457702;07.02.2014;west;mid;500;1300.45;331500;F;jd;other;12.01.2023;multi-vehicle collision;front collision;Fire;Northbrook;2;3;NO;1;0;NO;57860;5260;10520;42080;Volkswagen;Jetta;2018
24;296172;31.01.2002;west;high;1000;1142.06;364321;F;phd;other;04.02.2023;multi-vehicle collision;rear collision;Police;Riverwood;13;3;NO;2;1;;53370;5930;5930;41510;Nissan;Ultima;2018
30;199984;07.06.2002;west;mid;2000;1369.03;342174;M;college;unmarried;14.02.2023;single vehicle collision;rear collision;Police;Arlington;22;1;YES;0;3;;34800;3480;6960;24360;Accura;MDX;2006
43;479863;01.08.1999;north;low;1000;972.95;368952;F;jd;other;26.02.2023;single vehicle collision;rear collision;Police;Northbend;0;1;NO;0;1;YES;85320;21330;7110;56880;Nissan;Pathfinder;2013
44;221755;19.08.2021;west;high;1000;1582.02;510674;M;associate;unmarried;17.02.2023;theft;;None;Arlington;20;1;NO;0;1;NO;6500;1300;650;4550;Accura;RSX;2016
30;245222;08.12.2008;east;low;500;1397.38;348881;M;college;married;24.02.2023;single vehicle collision;side collision;Fire;Arlington;22;1;?;0;0;YES;53440;0;6680;46760;Ford;Escape;2011
48;436133;29.07.2015;west;high;500;956.41;364614;F;phd;married;22.01.2023;multi-vehicle collision;side collision;Fire;Columbus;19;3;?;0;0;;46860;8520;8520;29820;Volkswagen;Passat;2005
57;246057;01.10.1998;west;mid;500;1061.78;363324;M;masters;married;03.02.2023;single vehicle collision;front collision;Police;Springfield;14;1;NO;2;0;YES;59400;6600;6600;46200;Dodge;Neon;2002
38;355131;27.07.2013;north;low;1000;1195.82;370085;M;masters;other;14.02.2023;multi-vehicle collision;front collision;Ambulance;Springfield;17;3;?;2;0;;78240;13040;13040;52160;Subaru;Legacy;2020
44;125282;18.07.2000;west;mid;1000;972.27;338296;F;masters;other;07.02.2023;multi-vehicle collision;front collision;Other;Springfield;12;3;?;1;0;YES;26730;4860;4860;17010;Volkswagen;Jetta;2013
57;309936;24.12.1999;north;low;1000;1364.5;338148;M;high school;other;30.01.2023;multi-vehicle collision;front collision;Other;Columbus;22;3;YES;2;1;NO;52560;11680;5840;35040;Saab;93;2002
25;201017;06.01.2015;north;mid;1000;1192.11;513551;F;jd;married;13.02.2023;single vehicle collision;rear collision;Ambulance;Northbrook;6;1;YES;1;2;YES;66780;7420;7420;51940;Ford;Escape;2020
37;65406;10.11.2005;west;high;1000;892.51;346403;M;associate;married;07.01.2023;single vehicle collision;rear collision;Police;Springfield;13;1;YES;2;0;NO;70290;7810;7810;54670;Dodge;RAM;2006
44;500283;23.06.2003;east;mid;2000;1653.9;354497;F;masters;married;15.01.2023;single vehicle collision;front collision;Other;Northbend;8;1;YES;0;0;YES;105820;16280;16280;73260;Audi;A3;2009
40;480982;11.03.1999;east;mid;2000;1313.67;371774;F;phd;other;18.02.2023;theft;;Police;Northbrook;14;1;YES;0;0;YES;6820;1240;1240;4340;Jeep;Grand Cherokee;2010
35;373795;12.07.1997;north;high;2000;1122;368281;M;md;unmarried;21.01.2023;multi-vehicle collision;front collision;Fire;Columbus;0;3;?;1;3;;50380;4580;4580;41220;Subaru;Forrestor;2003
30;414702;24.03.2009;east;high;500;1091.18;363259;F;phd;married;06.01.2023;single vehicle collision;front collision;Other;Hillsdale;0;1;?;2;2;NO;83160;6930;13860;62370;Volkswagen;Jetta;2018
30;301602;26.04.2001;east;low;1000;1059.44;378543;M;md;other;10.01.2023;single vehicle collision;front collision;Ambulance;Northbrook;8;1;NO;0;3;NO;68530;12460;6230;49840;Audi;A5;2004
45;299690;04.11.2010;east;high;500;1185.64;515351;F;phd;other;24.02.2023;multi-vehicle collision;side collision;Other;Columbus;23;3;?;0;0;YES;54340;9880;0;44460;Saab;92x;2012
54;363461;28.10.2010;east;mid;2000;1283.2;344526;M;jd;other;28.02.2023;single vehicle collision;rear collision;Other;Springfield;19;1;NO;0;2;YES;67770;7530;15060;45180;Mercedes;ML350;2020
41;202131;11.10.2003;east;low;2000;1420.32;520475;F;associate;unmarried;16.01.2023;single vehicle collision;side collision;Ambulance;Riverwood;21;1;YES;2;1;NO;85900;17180;17180;51540;Subaru;Forrestor;2012
36;476886;25.06.2020;east;high;2000;1232.07;506145;F;masters;other;05.02.2023;multi-vehicle collision;side collision;Police;Hillsdale;16;3;NO;1;1;NO;55900;5590;5590;44720;Nissan;Ultima;2022
45;132699;29.09.1998;east;low;1000;1309.41;351518;F;associate;married;10.01.2023;multi-vehicle collision;side collision;Ambulance;Hillsdale;23;3;YES;0;0;YES;52650;5850;5850;40950;Ford;F150;2008
32;140211;19.11.2006;west;low;2000;1261.59;342916;F;jd;married;07.02.2023;single vehicle collision;side collision;Fire;Hillsdale;10;1;?;2;0;;63600;5300;10600;47700;Audi;A5;2004
30;88965;14.05.2009;north;mid;2000;1023.65;342600;F;high school;other;20.02.2023;single vehicle collision;rear collision;Fire;Arlington;19;1;?;1;3;YES;64100;6410;6410;51280;Chevrolet;Malibu;2008
27;87636;22.02.2001;east;low;1000;1139.21;368483;M;jd;other;28.02.2023;multi-vehicle collision;side collision;Police;Hillsdale;15;2;?;0;1;YES;71640;5970;11940;53730;Toyota;Highlander;2015
50;220500;11.03.2010;west;high;1000;976.57;331089;F;high school;married;04.02.2023;single vehicle collision;side collision;Fire;Hillsdale;19;1;YES;0;0;NO;49060;8920;8920;31220;Chevrolet;Silverado;2002
40;106388;28.06.2011;west;low;1000;1404.1;372863;F;associate;married;01.03.2023;multi-vehicle collision;side collision;Ambulance;Springfield;18;3;YES;1;0;YES;42930;9540;4770;28620;BMW;X6;2012
37;540426;20.10.1999;north;high;1000;1726.67;517915;F;masters;other;08.02.2023;single vehicle collision;front collision;Fire;Northbrook;0;1;YES;1;1;;38830;3530;3530;31770;Subaru;Legacy;2006
40;235510;10.04.2014;east;high;2000;963.32;510322;F;jd;other;02.02.2023;parked car;;None;Hillsdale;10;1;?;2;1;YES;6300;630;630;5040;Nissan;Ultima;2008
43;574854;02.04.2021;west;high;2000;1351.44;347426;M;associate;other;12.02.2023;multi-vehicle collision;front collision;Police;Springfield;9;3;YES;2;0;NO;95150;17300;17300;60550;Ford;Escape;2014
48;139958;10.11.2002;west;high;500;1171.48;361712;F;phd;other;09.01.2023;single vehicle collision;front collision;Other;Springfield;1;1;?;1;0;;42900;8580;0;34320;Accura;TL;2006
43;318921;29.08.2000;east;low;1000;1513.29;343159;M;college;other;09.01.2023;multi-vehicle collision;side collision;Fire;Northbrook;21;3;NO;1;0;NO;60190;9260;9260;41670;BMW;X6;2006
34;592543;21.10.2010;west;mid;500;1493.17;352217;F;masters;unmarried;07.01.2023;multi-vehicle collision;rear collision;Fire;Columbus;18;3;NO;2;0;YES;99990;18180;18180;63630;Mercedes;E400;2018
53;198314;19.07.2021;west;low;1000;1494.55;516852;F;high school;unmarried;16.02.2023;parked car;;Police;Springfield;9;1;YES;2;2;NO;6930;630;1260;5040;Honda;CRV;2020
27;499914;18.10.1999;north;mid;1000;1200.86;502257;M;high school;other;21.01.2023;multi-vehicle collision;front collision;Police;Northbrook;23;3;NO;0;2;YES;79560;6630;13260;59670;Volkswagen;Passat;2010
44;543204;17.03.2011;east;high;2000;813.07;335235;F;phd;other;05.02.2023;parked car;;Police;Hillsdale;7;1;?;2;2;NO;6400;640;1280;4480;Mercedes;ML350;2012
42;383212;06.10.2018;west;low;500;1313.79;500951;M;phd;married;05.01.2023;single vehicle collision;rear collision;Other;Hillsdale;14;1;NO;2;1;;42300;4700;4700;32900;Saab;92x;2003
32;180329;19.07.2009;east;low;500;1170.93;340648;M;associate;other;24.02.2023;theft;;Police;Arlington;8;1;?;1;3;NO;3900;780;390;2730;Ford;F150;2017
40;259299;03.11.2013;west;mid;1000;1452.54;359375;F;md;married;21.02.2023;multi-vehicle collision;rear collision;Other;Arlington;17;3;NO;2;3;;55120;6890;0;48230;Accura;MDX;2009
49;478284;29.05.2005;east;mid;500;861.03;348777;M;md;married;17.01.2023;multi-vehicle collision;side collision;Other;Northbrook;16;3;NO;0;2;NO;69480;11580;11580;46320;Saab;95;2014
49;535479;05.11.2016;west;low;2000;1346.03;330821;F;high school;other;17.02.2023;multi-vehicle collision;front collision;Fire;Hillsdale;21;3;YES;0;2;;66550;12100;6050;48400;Volkswagen;Jetta;2010
47;370310;02.02.2010;north;mid;500;1385.04;357098;M;high school;married;17.01.2023;multi-vehicle collision;rear collision;Other;Springfield;15;3;YES;0;0;NO;65800;13160;6580;46060;Accura;TL;2008
33;339584;13.03.2010;west;low;1000;1607.78;370096;M;college;married;20.01.2023;single vehicle collision;side collision;Ambulance;Springfield;22;1;?;1;3;;82800;20700;13800;48300;Jeep;Grand Cherokee;2011
31;256866;25.04.2010;north;mid;500;1227.27;504772;F;md;married;23.02.2023;multi-vehicle collision;front collision;Fire;Hillsdale;2;3;?;0;2;YES;48100;11100;7400;29600;Volkswagen;Jetta;2021
53;505212;15.11.2003;west;low;500;1691.74;352424;F;md;unmarried;17.02.2023;multi-vehicle collision;front collision;Fire;Hillsdale;10;3;YES;1;3;NO;59040;6560;6560;45920;Saab;93;2022
36;478885;30.10.2014;east;mid;1000;1272.74;341266;M;college;unmarried;08.02.2023;single vehicle collision;rear collision;Fire;Springfield;22;1;YES;2;3;NO;52030;9460;9460;33110;Accura;MDX;2002
33;332955;15.11.1998;west;high;1000;1311.75;338585;F;college;unmarried;10.02.2023;parked car;;None;Hillsdale;3;1;YES;1;0;NO;4290;780;390;3120;Audi;A3;2004
52;478120;06.05.2022;north;mid;1000;971.61;368602;M;phd;other;02.02.2023;multi-vehicle collision;rear collision;Police;Arlington;15;2;YES;1;3;YES;51090;7860;7860;35370;Toyota;Highlander;2010
39;253254;19.02.2001;west;low;500;804.42;502145;F;college;married;25.02.2023;parked car;;Police;Northbend;3;1;?;2;3;;3300;600;0;2700;Dodge;RAM;2010
42;238883;16.05.2014;north;mid;1000;1586.33;505337;M;jd;other;15.01.2023;multi-vehicle collision;rear collision;Other;Riverwood;15;3;YES;1;1;NO;84600;16920;8460;59220;Chevrolet;Malibu;2014
36;585995;10.04.2007;north;mid;1000;1501.32;348158;M;md;married;28.02.2023;single vehicle collision;side collision;Ambulance;Springfield;1;1;YES;2;1;NO;51390;5710;11420;34260;Toyota;Corolla;2020
31;286635;04.12.2003;west;low;2000;1132.19;346863;M;phd;married;07.02.2023;single vehicle collision;front collision;Police;Arlington;3;1;?;2;0;;59000;5900;5900;47200;Ford;Fusion;2020
43;519223;03.12.1997;north;low;2000;1320.21;336952;M;high school;other;28.01.2023;parked car;;Police;Arlington;4;1;YES;1;3;YES;9020;1640;820;6560;Toyota;Camry;2012
48;408591;06.05.1999;east;high;1000;1330.18;509377;F;md;unmarried;28.01.2023;multi-vehicle collision;side collision;Ambulance;Hillsdale;20;2;NO;2;1;YES;86060;13240;13240;59580;Volkswagen;Passat;2009
26;215718;22.07.2015;west;mid;2000;783.93;520175;M;jd;other;07.01.2023;multi-vehicle collision;rear collision;Police;Hillsdale;12;3;YES;2;0;;69080;12560;6280;50240;Audi;A5;2016
27;279518;18.10.1999;east;mid;500;1073.82;504296;F;high school;unmarried;17.02.2023;theft;;Police;Columbus;7;1;?;0;1;YES;3190;580;290;2320;Saab;95;2022
36;588853;28.02.2011;west;mid;2000;1311.62;500872;F;masters;other;03.02.2023;theft;;None;Northbrook;9;1;?;2;0;;2800;280;280;2240;Volkswagen;Passat;2022
39;314785;28.05.1999;west;high;2000;1397.96;505458;F;masters;other;10.01.2023;multi-vehicle collision;front collision;Fire;Columbus;16;3;NO;0;2;;64920;10820;10820;43280;Ford;Fusion;2004
29;556359;12.11.2021;west;low;2000;1407.17;510270;M;high school;married;30.01.2023;single vehicle collision;front collision;Police;Northbrook;0;1;NO;2;2;YES;62920;9680;14520;38720;Accura;MDX;2012
44;316799;31.12.2007;east;mid;2000;1186.62;347437;M;college;unmarried;08.01.2023;multi-vehicle collision;front collision;Police;Northbend;15;3;?;1;2;NO;61100;6110;12220;42770;Dodge;Neon;2015
30;151431;09.02.1999;north;low;500;1390.5;336467;F;high school;unmarried;12.01.2023;single vehicle collision;rear collision;Fire;Riverwood;16;1;NO;2;0;YES;54300;10860;5430;38010;Toyota;Highlander;2017
34;176208;15.10.2013;east;high;500;1318.08;504649;F;associate;other;06.01.2023;theft;;None;Arlington;8;1;YES;1;3;;4700;470;940;3290;Saab;92x;2005
34;255897;05.08.2010;east;high;500;1281.04;516094;F;college;other;12.02.2023;multi-vehicle collision;side collision;Police;Northbrook;0;4;?;0;0;;66880;6080;12160;48640;Chevrolet;Silverado;2003
43;304471;12.09.2009;north;low;2000;1219.25;373362;M;md;married;07.01.2023;single vehicle collision;side collision;Ambulance;Hillsdale;13;1;?;0;2;;75460;13720;13720;48020;Audi;A5;2009
